Test ID,Module,Scenario,Status,Detail
"SEC-150","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #150]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-151","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #151]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-152","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #152]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-153","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #153]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-154","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #154]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-155","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #155]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-156","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #156]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-157","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #157]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-158","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #158]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-159","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #159]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-160","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #160]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-161","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #161]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-162","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #162]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-163","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #163]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-164","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #164]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-165","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #165]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-166","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #166]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-167","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #167]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-168","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #168]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-169","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #169]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-170","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #170]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-171","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #171]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-172","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #172]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-173","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #173]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-174","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #174]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-175","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #175]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-176","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #176]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-177","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #177]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-178","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #178]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-179","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #179]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-180","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #180]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-181","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #181]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-182","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #182]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-183","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #183]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-184","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #184]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-185","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #185]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-186","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #186]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-187","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #187]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-188","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #188]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-189","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #189]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-190","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #190]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-191","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #191]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-192","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #192]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-193","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #193]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-194","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #194]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-195","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #195]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-196","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #196]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-197","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #197]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-198","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #198]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-199","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #199]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-200","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #200]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-201","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #201]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-202","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #202]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-203","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #203]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-204","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #204]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-205","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #205]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-206","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #206]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-207","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #207]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-208","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #208]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-209","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #209]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-210","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #210]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-211","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #211]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-212","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #212]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-213","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #213]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-214","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #214]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-215","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #215]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-216","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #216]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-217","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #217]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-218","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #218]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-219","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #219]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-220","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #220]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-221","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #221]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-222","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #222]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-223","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #223]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-224","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #224]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-225","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #225]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-226","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #226]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-227","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #227]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-228","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #228]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-229","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #229]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-230","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #230]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-231","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #231]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-232","Vulnerability Testing","Validate A02:2021 Cryptographic Failures & Password Hashing [Case #232]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-233","Vulnerability Testing","Validate A03:2021 SQL Injection Input Sanitization Audit [Case #233]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-234","Vulnerability Testing","Validate A03:2021 Cross-Site Scripting (XSS) Shield [Case #234]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-235","Vulnerability Testing","Validate A04:2021 Insecure Design Rate Limiting Enforcement [Case #235]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-236","Vulnerability Testing","Validate A05:2021 Security Headers (CSP, HSTS, X-Frame) [Case #236]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-237","Vulnerability Testing","Validate A06:2021 Vulnerable Dependency Audit (NPM/PyPI) [Case #237]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-238","Vulnerability Testing","Validate A07:2021 Brute Force Throttling & Account Lockout [Case #238]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-239","Vulnerability Testing","Validate JWT Expiration Epoch Validation & Secret Entropy [Case #239]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-240","Vulnerability Testing","Validate Zero Critical Security Vulnerabilities Audit Certificate [Case #240]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
"SEC-241","Vulnerability Testing","Validate A01:2021 Access Control Auth Bypass Protection [Case #241]","PASS","Verified cleanly with zero errors (HTTP 200 OK | Assertion Pass)"
